persistent		Frequency		Percent
----------------------------------------------------------------------------------------------------
persistent		response
119		0		4		1.00
119		1		0		0.00
121		0		1		1.00
121		1		0		0.00
122		0		2		1.00
122		1		0		0.00
123		0		3		1.00
123		1		0		0.00
124		0		1		1.00
124		1		0		0.00
125		0		1		1.00
125		1		0		0.00
127		0		2		1.00
127		1		0		0.00
128		0		1		1.00
128		1		0		0.00
131		0		1		1.00
131		1		0		0.00
132		0		1		1.00
132		1		0		0.00
133		0		1		1.00
133		1		0		0.00
134		0		1		1.00
134		1		0		0.00
137		0		2		1.00
137		1		0		0.00
142		0		1		1.00
142		1		0		0.00
145		0		3		1.00
145		1		0		0.00
146		0		2		1.00
146		1		0		0.00
157		0		3		1.00
157		1		0		0.00
158		0		1		1.00
158		1		0		0.00
162		0		1		1.00
162		1		0		0.00
165		0		2		1.00
165		1		0		0.00
170		0		1		1.00
170		1		0		0.00
172		0		1		1.00
172		1		0		0.00
174		0		1		1.00
174		1		0		0.00
175		0		1		1.00
175		1		0		0.00
176		0		1		1.00
176		1		0		0.00
180		0		0		0.00
180		1		3545		1.00

der_sex_female		Frequency		Percent
----------------------------------------------------------------------------------------------------
der_sex_female		response
0		0		187		0.18
0		1		836		0.82
1		0		697		0.20
1		1		2709		0.80

der_sex_male		Frequency		Percent
----------------------------------------------------------------------------------------------------
der_sex_male		response
0		0		697		0.20
0		1		2709		0.80
1		0		187		0.18
1		1		836		0.82

pat_region_E		Frequency		Percent
----------------------------------------------------------------------------------------------------
pat_region_E		response
0		0		633		0.20
0		1		2530		0.80
1		0		251		0.20
1		1		1015		0.80

pat_region_MW		Frequency		Percent
----------------------------------------------------------------------------------------------------
pat_region_MW		response
0		0		583		0.20
0		1		2374		0.80
1		0		301		0.20
1		1		1171		0.80

pat_region_S		Frequency		Percent
----------------------------------------------------------------------------------------------------
pat_region_S		response
0		0		619		0.20
0		1		2454		0.80
1		0		265		0.20
1		1		1091		0.80

pat_region_W		Frequency		Percent
----------------------------------------------------------------------------------------------------
pat_region_W		response
0		0		817		0.20
0		1		3277		0.80
1		0		67		0.20
1		1		268		0.80

idx_paytype_C		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_C		response
0		0		305		0.20
0		1		1211		0.80
1		0		579		0.20
1		1		2334		0.80

idx_paytype_M		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_M		response
0		0		875		0.20
0		1		3527		0.80
1		0		9		0.33
1		1		18		0.67

idx_paytype_R		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_R		response
0		0		877		0.20
0		1		3529		0.80
1		0		7		0.30
1		1		16		0.70

idx_paytype_S		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_S		response
0		0		601		0.20
0		1		2377		0.80
1		0		283		0.20
1		1		1168		0.80

idx_paytype_U		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_U		response
0		0		878		0.20
0		1		3536		0.80
1		0		6		0.40
1		1		9		0.60

idx_prodtype_D		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_D		response
0		0		878		0.20
0		1		3501		0.80
1		0		6		0.12
1		1		44		0.88

idx_prodtype_H		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_H		response
0		0		788		0.20
0		1		3145		0.80
1		0		96		0.19
1		1		400		0.81

idx_prodtype_I		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_I		response
0		0		863		0.20
0		1		3467		0.80
1		0		21		0.21
1		1		78		0.79

idx_prodtype_P		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_P		response
0		0		170		0.19
0		1		716		0.81
1		0		714		0.20
1		1		2829		0.80

idx_prodtype_S		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_S		response
0		0		844		0.20
0		1		3363		0.80
1		0		40		0.18
1		1		182		0.82

idx_prodtype_U		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_U		response
0		0		877		0.20
0		1		3533		0.80
1		0		7		0.37
1		1		12		0.63

idx_spec_01		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_01		response
0		0		831		0.20
0		1		3335		0.80
1		0		53		0.20
1		1		210		0.80

idx_spec_02		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_02		response
0		0		848		0.20
0		1		3402		0.80
1		0		36		0.20
1		1		143		0.80

idx_spec_03		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_03		response
0		0		417		0.19
0		1		1834		0.81
1		0		467		0.21
1		1		1711		0.79

idx_spec_04		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_04		response
0		0		570		0.21
0		1		2178		0.79
1		0		314		0.19
1		1		1367		0.81

idx_spec_05		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_05		response
0		0		870		0.20
0		1		3431		0.80
1		0		14		0.11
1		1		114		0.89

age_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
age_1		response
0		0		735		0.20
0		1		3018		0.80
1		0		149		0.22
1		1		527		0.78

age_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
age_2		response
0		0		666		0.21
0		1		2502		0.79
1		0		218		0.17
1		1		1043		0.83

age_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
age_3		response
0		0		569		0.20
0		1		2318		0.80
1		0		315		0.20
1		1		1227		0.80

age_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
age_4		response
0		0		682		0.20
0		1		2797		0.80
1		0		202		0.21
1		1		748		0.79

pchrlson_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pchrlson_1		response
0		0		280		0.21
0		1		1025		0.79
1		0		604		0.19
1		1		2520		0.81

pchrlson_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pchrlson_2		response
0		0		739		0.20
0		1		2993		0.80
1		0		145		0.21
1		1		552		0.79

pchrlson_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pchrlson_3		response
0		0		749		0.20
0		1		3072		0.80
1		0		135		0.22
1		1		473		0.78

num_pre_meds_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_meds_1		response
0		0		742		0.20
0		1		2915		0.80
1		0		142		0.18
1		1		630		0.82

num_pre_meds_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_meds_2		response
0		0		637		0.21
0		1		2389		0.79
1		0		247		0.18
1		1		1156		0.82

num_pre_meds_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_meds_3		response
0		0		684		0.20
0		1		2673		0.80
1		0		200		0.19
1		1		872		0.81

num_pre_meds_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_meds_4		response
0		0		589		0.18
0		1		2658		0.82
1		0		295		0.25
1		1		887		0.75

num_pre_op_dx_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_op_dx_1		response
0		0		707		0.19
0		1		2929		0.81
1		0		177		0.22
1		1		616		0.78

num_pre_op_dx_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_op_dx_2		response
0		0		660		0.20
0		1		2621		0.80
1		0		224		0.20
1		1		924		0.80

num_pre_op_dx_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_op_dx_3		response
0		0		653		0.21
0		1		2492		0.79
1		0		231		0.18
1		1		1053		0.82

num_pre_op_dx_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_op_dx_4		response
0		0		632		0.20
0		1		2593		0.80
1		0		252		0.21
1		1		952		0.79

pre_non_ms_total_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_total_allowed_1		response
0		0		678		0.20
0		1		2644		0.80
1		0		206		0.19
1		1		901		0.81

pre_non_ms_total_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_total_allowed_2		response
0		0		668		0.20
0		1		2654		0.80
1		0		216		0.20
1		1		891		0.80

pre_non_ms_total_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_total_allowed_3		response
0		0		667		0.20
0		1		2655		0.80
1		0		217		0.20
1		1		890		0.80

pre_non_ms_total_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_total_allowed_4		response
0		0		639		0.19
0		1		2682		0.81
1		0		245		0.22
1		1		863		0.78

pre_ms_total_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_total_allowed_1		response
0		0		627		0.19
0		1		2695		0.81
1		0		257		0.23
1		1		850		0.77

pre_ms_total_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_total_allowed_2		response
0		0		614		0.18
0		1		2708		0.82
1		0		270		0.24
1		1		837		0.76

pre_ms_total_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_total_allowed_3		response
0		0		701		0.21
0		1		2621		0.79
1		0		183		0.17
1		1		924		0.83

pre_ms_total_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_total_allowed_4		response
0		0		710		0.21
0		1		2611		0.79
1		0		174		0.16
1		1		934		0.84

pre_non_ms_pharmacy_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_pharmacy_allowed_1		response
0		0		685		0.21
0		1		2637		0.79
1		0		199		0.18
1		1		908		0.82

pre_non_ms_pharmacy_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_pharmacy_allowed_2		response
0		0		659		0.20
0		1		2663		0.80
1		0		225		0.20
1		1		882		0.80

pre_non_ms_pharmacy_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_pharmacy_allowed_3		response
0		0		652		0.20
0		1		2670		0.80
1		0		232		0.21
1		1		875		0.79

pre_non_ms_pharmacy_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_pharmacy_allowed_4		response
0		0		656		0.20
0		1		2665		0.80
1		0		228		0.21
1		1		880		0.79

pre_ms_pharmacy_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_pharmacy_allowed_1		response
0		0		634		0.19
0		1		2688		0.81
1		0		250		0.23
1		1		857		0.77

pre_ms_pharmacy_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_pharmacy_allowed_2		response
0		0		606		0.18
0		1		2716		0.82
1		0		278		0.25
1		1		829		0.75

pre_ms_pharmacy_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_pharmacy_allowed_3		response
0		0		707		0.21
0		1		2615		0.79
1		0		177		0.16
1		1		930		0.84

pre_ms_pharmacy_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_pharmacy_allowed_4		response
0		0		705		0.21
0		1		2616		0.79
1		0		179		0.16
1		1		929		0.84

pre_non_ms_medical_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_medical_allowed_1		response
0		0		666		0.20
0		1		2656		0.80
1		0		218		0.20
1		1		889		0.80

pre_non_ms_medical_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_medical_allowed_2		response
0		0		676		0.20
0		1		2646		0.80
1		0		208		0.19
1		1		899		0.81

pre_non_ms_medical_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_medical_allowed_3		response
0		0		662		0.20
0		1		2660		0.80
1		0		222		0.20
1		1		885		0.80

pre_non_ms_medical_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_medical_allowed_4		response
0		0		648		0.20
0		1		2673		0.80
1		0		236		0.21
1		1		872		0.79

pre_ms_medical_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_medical_allowed_1		response
0		0		671		0.20
0		1		2651		0.80
1		0		213		0.19
1		1		894		0.81

pre_ms_medical_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_medical_allowed_2		response
0		0		654		0.20
0		1		2668		0.80
1		0		230		0.21
1		1		877		0.79

pre_ms_medical_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_medical_allowed_3		response
0		0		656		0.20
0		1		2666		0.80
1		0		228		0.21
1		1		879		0.79

pre_ms_medical_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_medical_allowed_4		response
0		0		671		0.20
0		1		2650		0.80
1		0		213		0.19
1		1		895		0.81

pre_rx_any		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx_any		response
0		0		309		0.23
0		1		1026		0.77
1		0		575		0.19
1		1		2519		0.81

pre_rx2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx2		response
0		0		650		0.20
0		1		2656		0.80
1		0		234		0.21
1		1		889		0.79

pre_rx3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx3		response
0		0		777		0.20
0		1		3132		0.80
1		0		107		0.21
1		1		413		0.79

pre_rx4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx4		response
0		0		882		0.20
0		1		3533		0.80
1		0		2		0.14
1		1		12		0.86

pre_rx5		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx5		response
0		0		829		0.20
0		1		3266		0.80
1		0		55		0.16
1		1		279		0.84

pre_rx6		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx6		response
0		0		777		0.20
0		1		3054		0.80
1		0		107		0.18
1		1		491		0.82

pre_rx7		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx7		response
0		0		781		0.21
0		1		2957		0.79
1		0		103		0.15
1		1		588		0.85

pre_rx8		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx8		response
0		0		883		0.20
0		1		3544		0.80
1		0		1		0.50
1		1		1		0.50

pre_rx9		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx9		response
0		0		882		0.20
0		1		3535		0.80
1		0		2		0.17
1		1		10		0.83

pre_rx11		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx11		response
0		0		878		0.20
0		1		3529		0.80
1		0		6		0.27
1		1		16		0.73

pre_comor1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor1		response
0		0		700		0.20
0		1		2784		0.80
1		0		184		0.19
1		1		761		0.81

pre_comor2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor2		response
0		0		687		0.20
0		1		2779		0.80
1		0		197		0.20
1		1		766		0.80

pre_comor3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor3		response
0		0		774		0.20
0		1		3186		0.80
1		0		110		0.23
1		1		359		0.77

pre_comor4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor4		response
0		0		719		0.19
0		1		2990		0.81
1		0		165		0.23
1		1		555		0.77

pre_comor5		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor5		response
0		0		589		0.19
0		1		2447		0.81
1		0		295		0.21
1		1		1098		0.79

pre_comor6		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor6		response
0		0		762		0.20
0		1		3070		0.80
1		0		122		0.20
1		1		475		0.80

pre_comor7		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor7		response
0		0		769		0.19
0		1		3204		0.81
1		0		115		0.25
1		1		341		0.75

pre_comor8		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor8		response
0		0		855		0.20
0		1		3464		0.80
1		0		29		0.26
1		1		81		0.74

pre_comor9		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor9		response
0		0		872		0.20
0		1		3489		0.80
1		0		12		0.18
1		1		56		0.82

pre_comor10		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor10		response
0		0		855		0.20
0		1		3457		0.80
1		0		29		0.25
1		1		88		0.75

pre_comor11		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor11		response
0		0		755		0.20
0		1		2972		0.80
1		0		129		0.18
1		1		573		0.82

pre_comor12		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor12		response
0		0		814		0.20
0		1		3343		0.80
1		0		70		0.26
1		1		202		0.74

pre_comor13		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor13		response
0		0		654		0.19
0		1		2795		0.81
1		0		230		0.23
1		1		750		0.77

pre_comor14		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor14		response
0		0		852		0.20
0		1		3433		0.80
1		0		32		0.22
1		1		112		0.78

pre_comor15		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor15		response
0		0		829		0.20
0		1		3366		0.80
1		0		55		0.24
1		1		179		0.76

pre_comor16		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor16		response
0		0		766		0.19
0		1		3216		0.81
1		0		118		0.26
1		1		329		0.74

pre_comor17		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor17		response
0		0		860		0.20
0		1		3496		0.80
1		0		24		0.33
1		1		49		0.67

pre_comor19		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor19		response
0		0		877		0.20
0		1		3538		0.80
1		0		7		0.50
1		1		7		0.50

pre_comor20		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor20		response
0		0		881		0.20
0		1		3523		0.80
1		0		3		0.12
1		1		22		0.88

pre_comor22		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor22		response
0		0		881		0.20
0		1		3524		0.80
1		0		3		0.12
1		1		21		0.88

pre_comor23		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor23		response
0		0		657		0.19
0		1		2808		0.81
1		0		227		0.24
1		1		737		0.76

pre_comor24		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor24		response
0		0		826		0.20
0		1		3304		0.80
1		0		58		0.19
1		1		241		0.81

pre_comor25		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor25		response
0		0		659		0.20
0		1		2692		0.80
1		0		225		0.21
1		1		853		0.79

pre_comor26		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor26		response
0		0		850		0.20
0		1		3459		0.80
1		0		34		0.28
1		1		86		0.72

pre_comor27		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor27		response
0		0		833		0.20
0		1		3355		0.80
1		0		51		0.21
1		1		190		0.79

pre_comor28		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor28		response
0		0		877		0.20
0		1		3517		0.80
1		0		7		0.20
1		1		28		0.80

pre_comor29		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor29		response
0		0		863		0.20
0		1		3485		0.80
1		0		21		0.26
1		1		60		0.74

pre_comor30		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor30		response
0		0		837		0.20
0		1		3351		0.80
1		0		47		0.20
1		1		194		0.80

pre_comor31		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor31		response
0		0		790		0.20
0		1		3261		0.80
1		0		94		0.25
1		1		284		0.75

pre_comor32		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor32		response
0		0		876		0.20
0		1		3524		0.80
1		0		8		0.28
1		1		21		0.72

pre_comor33		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor33		response
0		0		857		0.20
0		1		3438		0.80
1		0		27		0.20
1		1		107		0.80

pre_ampyra1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ampyra1		response
0		0		807		0.20
0		1		3154		0.80
1		0		77		0.16
1		1		391		0.84

pre_mri_any		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_mri_any		response
0		0		205		0.19
0		1		880		0.81
1		0		679		0.20
1		1		2665		0.80

pre_90_mri_any		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_90_mri_any		response
0		0		549		0.20
0		1		2242		0.80
1		0		335		0.20
1		1		1303		0.80

num_pre_mri_any_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_mri_any_1		response
0		0		679		0.20
0		1		2665		0.80
1		0		205		0.19
1		1		880		0.81

num_pre_mri_any_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_mri_any_2		response
0		0		629		0.20
0		1		2584		0.80
1		0		255		0.21
1		1		961		0.79

num_pre_mri_any_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_mri_any_3		response
0		0		605		0.20
0		1		2470		0.80
1		0		279		0.21
1		1		1075		0.79

num_pre_mri_any_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_mri_any_4		response
0		0		739		0.20
0		1		2916		0.80
1		0		145		0.19
1		1		629		0.81

pre_90_cort_any		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_90_cort_any		response
0		0		638		0.19
0		1		2641		0.81
1		0		246		0.21
1		1		904		0.79

pre_cort_oral		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_cort_oral		response
0		0		558		0.19
0		1		2401		0.81
1		0		326		0.22
1		1		1144		0.78

num_pre_cort_oral_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_oral_1		response
0		0		326		0.22
0		1		1144		0.78
1		0		558		0.19
1		1		2401		0.81

num_pre_cort_oral_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_oral_2		response
0		0		682		0.19
0		1		2858		0.81
1		0		202		0.23
1		1		687		0.77

num_pre_cort_oral_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_oral_3		response
0		0		760		0.20
0		1		3088		0.80
1		0		124		0.21
1		1		457		0.79

pre_cort_iv		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_cort_iv		response
0		0		561		0.19
0		1		2324		0.81
1		0		323		0.21
1		1		1221		0.79

num_pre_cort_iv_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_iv_1		response
0		0		323		0.21
0		1		1221		0.79
1		0		561		0.19
1		1		2324		0.81

num_pre_cort_iv_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_iv_2		response
0		0		705		0.20
0		1		2884		0.80
1		0		179		0.21
1		1		661		0.79

num_pre_cort_iv_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_iv_3		response
0		0		740		0.20
0		1		2985		0.80
1		0		144		0.20
1		1		560		0.80

pre_relapse		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_relapse		response
0		0		545		0.20
0		1		2194		0.80
1		0		339		0.20
1		1		1351		0.80

pre_relapse_90		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_relapse_90		response
0		0		715		0.20
0		1		2887		0.80
1		0		169		0.20
1		1		658		0.80

pre_ip_relapse		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ip_relapse		response
0		0		844		0.20
0		1		3409		0.80
1		0		40		0.23
1		1		136		0.77

num_pre_relapses_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_relapses_1		response
0		0		339		0.20
0		1		1351		0.80
1		0		545		0.20
